ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
9.5074,0.7458,-1.4688,9.6691,1.0221,-1.2785,-0.2694,-0.2835,-0.0479,-0.0458,-0.0352,0.017,0.0,-46.08,21.9,-1.26,345.22,-5.98,-97.53,0.0,1009.04,55.714,42.36349,-71.12299,-109.68,8.47353544595064,,17.9,32.258064,356.0,14 / 20,628686,2015-08-25 14:43:11:704
9.6259,0.8212,-1.4353,9.6666,0.9835,-1.3264,-0.0874,-0.2617,-0.1101,-0.065,0.0234,0.0107,0.0,-46.08,21.9,-1.14,344.68,-5.76,-97.81,0.0,1009.08,55.714,42.36349,-71.12299,-109.68,8.47353544595064,,17.9,32.258064,356.0,14 / 20,628793,2015-08-25 14:43:11:811
9.7121,0.7051,-1.3072,9.6707,0.9518,-1.3198,0.1216,-0.1306,0.1107,-0.0703,0.0341,-0.0032,0.0,-46.08,21.9,-0.9,344.67,-5.57,-97.77,0.0,1009.08,54.57,42.36349,-71.12299,-109.68,8.47353544595064,,17.9,32.258064,356.0,14 / 20,628899,2015-08-25 14:43:11:917
9.7085,0.7326,-1.2617,9.6788,0.9449,-1.2644,0.0297,-0.2123,0.0026,-0.0426,-0.0298,-0.0032,0.0,-46.02,21.96,-0.42,347.23,-5.53,-97.44,0.0,1009.11,54.57,42.36349,-71.12299,-109.68,8.47353544595064,,17.9,32.258064,356.0,14 / 20,629005,2015-08-25 14:43:12:023
9.5349,0.8715,-1.2845,9.6767,0.9318,-1.2899,-0.052,-0.0471,-0.0089,-0.0607,-0.0362,0.0085,0.0,-45.96,21.96,0.18,346.95,-5.45,-97.59,0.0,1009.1,54.57,42.36349,-71.12299,-109.68,8.47353544595064,,17.9,32.258064,356.0,14 / 20,629111,2015-08-25 14:43:12:129
9.6462,0.929,-1.4521,9.6706,0.9329,-1.3336,-0.0771,-0.065,-0.2059,-0.0607,-0.0362,0.0085,0.0,-45.96,21.96,0.18,346.95,-5.45,-97.59,0.0,1009.1,54.636,42.36349,-71.12299,-109.68,8.47353544595064,,17.9,32.258064,356.0,14 / 20,629217,2015-08-25 14:43:12:235
9.4894,0.8188,-1.4413,9.6657,0.9501,-1.3567,-0.1332,-0.1169,0.004,-0.0554,-0.0085,-0.0117,0.0,-45.9,21.96,0.66,348.6,-5.46,-97.85,0.0,1009.08,54.636,42.36349,-71.12299,-109.68,8.47353544595064,,17.9,32.258064,356.0,14 / 20,629323,2015-08-25 14:43:12:341
9.4798,0.8918,-1.2617,9.6672,0.9623,-1.3375,-0.1874,-0.0704,0.0757,-0.065,0.0053,0.0021,0.0,-45.9,22.02,0.96,348.4,-5.56,-97.99,0.0,1009.08,54.636,42.36349,-71.12299,-109.68,8.47353544595064,,17.9,32.258064,356.0,14 / 20,629429,2015-08-25 14:43:12:447
9.6786,0.9254,-1.1552,9.6672,0.9623,-1.3375,-0.1874,-0.0704,0.0757,-0.0543,0.033,0.0032,0.0,-45.9,22.02,1.08,348.61,-5.63,-97.88,0.0,1009.09,54.982,42.36353,-71.12299,-109.68,8.47353544595064,,17.1,32.258064,355.1,14 / 20,629535,2015-08-25 14:43:12:553
9.6857,0.8511,-1.3144,9.6727,0.9647,-1.2958,0.0023,-0.0274,0.1657,-0.0618,-0.0543,0.0032,0.0,-45.96,22.02,1.08,349.03,-5.65,-97.63,0.0,1009.07,54.982,42.36353,-71.12299,-109.68,8.47353544595064,,17.1,32.258064,355.1,14 / 20,629641,2015-08-25 14:43:12:659
9.4619,0.8787,-1.312,9.6681,0.9717,-1.3245,0.0524,-0.05,-0.0318,-0.0575,-0.033,0.0011,0.0,-45.96,21.9,1.08,348.76,-5.69,-97.8,0.0,1009.07,54.982,42.36353,-71.12299,-109.68,8.47353544595064,,17.1,32.258064,355.1,14 / 20,629746,2015-08-25 14:43:12:764
9.56,0.826,-1.2653,9.6633,0.9685,-1.361,-0.1787,-0.182,-0.0013,-0.0565,0.0011,0.0107,0.0,-45.96,21.66,1.08,348.39,-5.67,-98.02,0.0,1009.07,55.062,42.36353,-71.12299,-109.68,8.47353544595064,,17.1,32.258064,355.1,14 / 20,629852,2015-08-25 14:43:12:870
9.517,0.6716,-1.251,9.6655,0.9547,-1.3553,-0.2156,-0.1479,0.1163,-0.0575,0.0,0.0128,0.0,-45.9,21.42,1.08,347.98,-5.59,-97.98,0.0,1009.07,55.062,42.36353,-71.12299,-109.68,8.47353544595064,,17.1,32.258064,355.1,14 / 20,629958,2015-08-25 14:43:12:976
9.6953,0.7841,-1.221,9.667,0.9373,-1.357,0.0284,-0.1532,0.1359,-0.0575,0.0,0.0128,0.0,-45.9,21.42,1.08,347.98,-5.59,-97.98,0.0,1009.06,55.062,42.36353,-71.12299,-109.68,8.47353544595064,,17.1,32.258064,355.1,14 / 20,630065,2015-08-25 14:43:13:083
9.6367,0.8116,-1.3216,9.6653,0.9359,-1.3698,-0.128,-0.232,0.1069,-0.0554,-0.0181,-0.0021,0.0,-45.84,21.18,1.08,347.93,-5.48,-97.99,0.0,1009.11,55.636,42.36353,-71.12299,-109.68,8.47353544595064,,17.1,32.258064,355.1,14 / 20,630171,2015-08-25 14:43:13:189
9.5936,0.7913,-1.1552,9.6651,0.9384,-1.3693,-0.1302,-0.1483,0.2356,-0.0447,-0.0032,-0.0032,0.0,-45.72,21.06,1.14,347.79,-5.48,-98.07,0.0,1009.11,55.636,42.36353,-71.12299,-109.68,8.47353544595064,,17.1,32.258064,355.1,14 / 20,630277,2015-08-25 14:43:13:295
9.7288,0.8571,-1.1564,9.6651,0.9384,-1.3693,-0.1302,-0.1483,0.2356,-0.0618,-0.0064,0.0128,0.0,-45.54,21.0,1.26,347.81,-5.49,-98.06,0.0,1009.09,55.636,42.36353,-71.12299,-109.68,8.47353544595064,,17.1,32.258064,355.1,14 / 20,630383,2015-08-25 14:43:13:401
9.5852,0.8523,-1.324,9.6669,0.9349,-1.3594,0.0428,0.0575,0.2593,-0.0341,-0.0799,0.0032,0.0,-45.18,21.0,1.44,348.16,-5.47,-98.0,0.0,1009.09,55.379,42.36353,-71.12299,-109.68,8.47353544595064,,17.1,32.258064,355.1,12 / 20,630489,2015-08-25 14:43:13:507
9.4044,0.8799,-1.4916,9.657,0.9358,-1.4271,-0.2274,-0.1469,-0.0405,-0.0373,-0.0277,0.0032,0.0,-44.94,21.0,1.56,349.65,-5.48,-98.41,0.0,1009.13,55.379,42.363575,-71.123,-109.68,8.47353544595064,,15.62,32.258064,357.7,12 / 20,630595,2015-08-25 14:43:13:613
9.6941,0.7781,-1.2809,9.6517,0.9278,-1.4678,0.0425,-0.1497,0.1869,-0.0522,0.0032,-0.0032,0.0,-44.76,21.0,1.68,349.22,-5.43,-98.65,0.0,1009.13,55.379,42.363575,-71.123,-109.68,8.47353544595064,,15.62,32.258064,357.7,12 / 20,630701,2015-08-25 14:43:13:719
9.6271,0.9481,-1.4389,9.6544,0.9267,-1.4505,-0.1769,-0.1067,0.1828,-0.0394,0.0128,-0.0075,0.0,-44.7,21.0,1.74,349.39,-5.42,-98.54,0.0,1009.09,55.825,42.363575,-71.123,-109.68,8.47353544595064,,15.62,32.258064,357.7,12 / 20,630807,2015-08-25 14:43:13:825
9.6546,0.9242,-1.1815,9.6577,0.9352,-1.4228,-0.0258,-0.0661,0.24,-0.0426,-0.0469,0.0107,0.0,-44.94,21.0,1.68,349.69,-5.47,-98.38,0.0,1009.07,55.825,42.363575,-71.123,-109.68,9.32403052598355,,15.62,32.258064,357.7,12 / 20,630913,2015-08-25 14:43:13:931
9.5864,0.8499,-1.251,9.6549,0.9313,-1.4441,-0.0051,-0.055,0.235,-0.0426,-0.0469,0.0107,0.0,-44.94,21.0,1.68,349.69,-5.47,-98.38,0.0,1009.07,55.825,42.363575,-71.123,-109.68,9.32403052598355,,15.62,32.258064,357.7,12 / 20,631019,2015-08-25 14:43:14:037
9.5924,0.8739,-1.4557,9.6522,0.9425,-1.455,-0.0598,-0.0686,-7.0E-4,-0.0469,-0.032,0.0021,0.0,-45.12,21.0,1.62,349.47,-5.45,-98.51,0.0,1009.11,56.628,42.363575,-71.123,-109.68,9.32403052598355,,15.62,32.258064,357.7,12 / 20,631125,2015-08-25 14:43:14:143
9.6271,0.8727,-1.3659,9.6467,0.9445,-1.4899,-0.0256,-0.0431,0.1575,-0.0426,-0.0149,0.0064,0.0,-45.3,21.0,1.68,349.37,-5.52,-98.57,0.0,1009.11,56.628,42.363575,-71.123,-109.68,9.32403052598355,,15.62,32.258064,357.7,12 / 20,631231,2015-08-25 14:43:14:249
9.6822,0.7398,-1.3204,9.6467,0.9445,-1.4899,-0.0256,-0.0431,0.1575,-0.0511,0.032,0.0032,0.0,-45.48,21.0,1.68,349.02,-5.53,-98.78,0.0,1009.13,56.628,42.363575,-71.123,-109.68,9.32403052598355,,15.62,32.258064,357.7,12 / 20,631337,2015-08-25 14:43:14:355
9.3937,0.8284,-1.3898,9.6505,0.9326,-1.4726,-0.1946,-0.2215,0.1055,-0.0266,-0.0149,0.0032,0.0,-45.42,21.0,1.74,349.18,-5.46,-98.68,0.0,1009.1,56.899,42.363575,-71.123,-109.68,9.32403052598355,,15.62,32.258064,357.7,8 / 20,631443,2015-08-25 14:43:14:461
9.8665,0.6955,-1.3048,9.6512,0.9152,-1.4785,0.1327,-0.0593,0.1724,-0.0501,-0.0075,-0.0032,0.0,-45.48,21.06,1.8,349.09,-5.36,-98.71,0.0,1009.1,56.899,42.363617,-71.12301,-109.68,9.32403052598355,,14.15,32.258064,356.3,8 / 20,631549,2015-08-25 14:43:14:567
9.5397,0.7602,-1.3755,9.6557,0.906,-1.4552,-0.0274,-0.1207,0.0295,-0.0309,0.0117,-0.0075,0.0,-45.48,21.12,1.86,349.31,-5.3,-98.57,0.0,1009.06,56.899,42.363617,-71.12301,-109.68,9.32403052598355,,14.15,32.258064,356.3,8 / 20,631654,2015-08-25 14:43:14:672
9.6953,0.8296,-1.069,9.6603,0.9057,-1.424,0.035,-0.0761,0.355,-0.0437,0.0043,-0.0138,0.0,-45.48,21.3,2.04,349.63,-5.3,-98.39,0.0,1009.06,56.91,42.363617,-71.12301,-109.68,9.32403052598355,,14.15,32.258064,356.3,8 / 20,631761,2015-08-25 14:43:14:779
9.5205,0.9266,-1.3491,9.6611,0.9287,-1.4036,-0.137,-0.0057,6.0E-4,-0.0256,-0.0362,-0.0085,0.0,-45.42,21.48,2.28,349.88,-5.43,-98.27,0.0,1009.11,56.91,42.363617,-71.12301,-109.68,9.32403052598355,,14.15,32.258064,356.3,8 / 20,631867,2015-08-25 14:43:14:885
9.4499,1.0822,-1.4042,9.6535,0.9569,-1.4368,-0.0994,0.2091,0.1799,-0.0256,-0.0362,-0.0085,0.0,-45.42,21.48,2.28,349.88,-5.43,-98.27,0.0,1009.1,56.91,42.363617,-71.12301,-109.68,9.32403052598355,,14.15,32.258064,356.3,8 / 20,631973,2015-08-25 14:43:14:991
9.5313,1.1827,-1.2953,9.6561,0.9821,-1.4019,-0.0482,0.0581,0.0994,-0.0437,0.0138,0.0032,0.0,-45.42,21.6,2.58,352.08,-5.6,-98.47,0.0,1009.1,55.69,42.363617,-71.12301,-109.68,9.32403052598355,,14.15,32.258064,356.3,8 / 20,632078,2015-08-25 14:43:15:096
9.5505,0.9433,-1.3252,9.6546,0.9855,-1.41,-0.061,-0.0853,0.0992,-0.0352,-0.0117,0.0085,0.0,-45.36,21.66,2.76,352.45,-5.75,-98.26,0.0,1009.15,55.69,42.363617,-71.12301,-109.68,9.32403052598355,,14.15,32.258064,356.3,8 / 20,632185,2015-08-25 14:43:15:203
9.6594,1.0211,-1.2869,9.6546,0.9855,-1.41,-0.061,-0.0853,0.0992,-0.033,0.0394,0.0075,0.0,-45.36,21.72,2.88,352.38,-5.77,-98.31,0.0,1009.15,55.69,42.363617,-71.12301,-109.68,9.32403052598355,,14.15,32.258064,356.3,8 / 20,632291,2015-08-25 14:43:15:309
9.6917,1.0534,-1.1241,9.6611,0.9867,-1.3634,0.0306,0.0668,0.2393,-0.0394,-0.0202,0.0011,0.0,-45.36,21.72,2.88,352.84,-5.77,-98.03,0.0,1009.09,55.742,42.363617,-71.12301,-109.68,9.32403052598355,,14.15,32.258064,356.3,8 / 20,632397,2015-08-25 14:43:15:415
9.5457,1.087,-1.3012,9.6607,0.9974,-1.3587,-0.2323,0.0249,0.0814,-0.0309,-0.0117,0.0,0.0,-45.36,21.72,2.94,352.9,-5.84,-98.01,0.0,1009.12,55.742,42.363647,-71.12302,-109.68,9.32403052598355,,12.57,32.258064,353.7,8 / 20,632503,2015-08-25 14:43:15:521
9.5241,1.1121,-1.2833,9.6589,1.0167,-1.3575,-0.252,0.1385,0.1209,-0.0383,-0.0085,-0.0021,0.0,-45.3,21.72,3.12,352.93,-5.95,-98.0,0.0,1009.12,55.742,42.363647,-71.12302,-109.68,9.32403052598355,,12.57,32.258064,353.7,8 / 20,632608,2015-08-25 14:43:15:626
9.7324,1.0487,-1.3982,9.6562,1.0369,-1.3608,0.1779,0.08,-0.1092,-0.0469,-0.0192,0.0053,0.0,-45.3,21.78,3.24,352.92,-6.07,-98.02,0.0,1009.11,55.377,42.363647,-71.12302,-109.68,9.32403052598355,,12.57,32.258064,353.7,8 / 20,632715,2015-08-25 14:43:15:733
9.3817,1.1205,-1.3815,9.6525,1.0426,-1.3828,-0.2708,0.0779,0.0013,-0.0543,0.0927,0.0149,0.0,-45.18,21.78,3.48,352.71,-6.1,-98.15,0.0,1009.11,55.377,42.363647,-71.12302,-109.68,9.32403052598355,,12.57,32.258064,353.7,8 / 20,632821,2015-08-25 14:43:15:839
9.5565,0.893,-0.8523,9.6701,1.0347,-1.2604,-0.0131,-0.0423,0.4296,-0.0543,0.0927,0.0149,0.0,-45.18,21.78,3.48,352.71,-6.1,-98.15,0.0,1009.15,55.377,42.363647,-71.12302,-109.68,9.32403052598355,,12.57,32.258064,353.7,8 / 20,632927,2015-08-25 14:43:15:945
9.6462,0.972,-0.826,9.6849,1.0141,-1.1595,-0.0758,0.1244,0.173,-0.0799,0.0565,0.0266,0.0,-45.0,21.78,3.6,356.03,-6.06,-97.43,0.0,1009.15,55.377,42.363647,-71.12302,-109.68,9.32403052598355,,12.57,32.258064,353.7,8 / 20,633033,2015-08-25 14:43:16:051
9.5684,1.0175,-1.0582,9.6792,1.0047,-1.2142,-0.1706,0.0176,-0.0535,-0.0415,-0.0543,0.0107,0.0,-44.7,21.72,3.66,357.03,-5.94,-96.83,0.0,1009.12,52.865,42.363647,-71.12302,-109.68,9.32403052598355,,12.57,32.258064,353.7,8 / 20,633139,2015-08-25 14:43:16:157
9.4703,0.9828,-1.342,9.6792,1.0047,-1.2142,-0.1706,0.0176,-0.0535,-0.0309,-0.0394,-0.0043,0.0,-44.46,21.36,3.72,356.6,-5.88,-97.15,0.0,1009.13,52.865,42.363647,-71.12302,-109.68,9.32403052598355,,12.57,32.258064,353.7,8 / 20,633245,2015-08-25 14:43:16:263
9.3601,1.2809,-1.3838,9.6706,1.0213,-1.2675,-0.2087,0.0884,-0.1391,-0.065,0.065,0.0096,0.0,-44.34,21.12,3.66,356.07,-5.98,-97.47,0.0,1009.13,52.865,42.363647,-71.12302,-109.68,9.32403052598355,,12.57,32.258064,353.7,8 / 20,633351,2015-08-25 14:43:16:369
9.408,1.7166,-1.1432,9.6777,1.0289,-1.2057,-0.2697,0.6878,0.0625,-0.1374,0.1822,0.0437,0.0,-44.4,20.94,3.66,356.7,-6.02,-97.1,0.0,1009.11,53.235,42.363647,-71.12302,-109.68,9.32403052598355,,12.57,32.258064,353.7,7 / 20,633457,2015-08-25 14:43:16:475
9.505,1.6376,-0.7458,9.6962,1.0611,-1.0133,-0.2643,0.3766,0.125,-0.0565,-0.0213,0.0138,0.0,-44.52,20.82,3.66,358.45,-6.21,-95.97,0.0,1009.11,53.235,42.363655,-71.123,-109.68,9.32403052598355,,8.46,32.258064,5.9,7 / 20,633563,2015-08-25 14:43:16:581
9.3206,1.6221,-1.069,9.6855,1.0931,-1.0797,-0.3972,0.4225,-0.1653,-0.0692,-0.0618,0.0224,0.0,-44.7,20.88,3.66,357.77,-6.4,-96.36,0.0,1009.13,53.235,42.363655,-71.123,-109.68,9.32403052598355,,8.46,32.258064,5.9,7 / 20,633668,2015-08-25 14:43:16:686
9.7061,1.3922,-1.0104,9.6709,1.1088,-1.1894,0.0328,0.2499,-0.0903,-0.0692,-0.0618,0.0224,0.0,-44.7,20.88,3.66,357.77,-6.4,-96.36,0.0,1009.12,54.247,42.363655,-71.123,-109.68,9.32403052598355,,8.46,32.258064,5.9,7 / 20,633774,2015-08-25 14:43:16:792
9.5086,1.409,-1.4772,9.6539,1.1425,-1.2909,-0.1262,0.233,-0.2031,-0.0629,-0.0895,-0.0107,0.0,-44.82,20.94,3.9,356.64,-6.49,-97.01,0.0,1009.12,54.247,42.363655,-71.123,-109.68,9.32403052598355,,8.46,32.258064,5.9,7 / 20,633880,2015-08-25 14:43:16:898
9.3649,1.5993,-1.0068,9.6534,1.183,-1.2582,-0.2885,0.4163,0.2514,-0.0415,0.033,-0.0043,0.0,-44.88,20.94,4.32,355.62,-6.69,-97.62,0.0,1009.13,54.247,42.363655,-71.123,-109.68,9.32403052598355,,8.46,32.258064,5.9,7 / 20,633986,2015-08-25 14:43:17:004
9.505,1.731,-0.8368,9.6534,1.183,-1.2582,-0.2885,0.4163,0.2514,-0.0778,0.0724,0.0053,0.0,-44.94,20.94,4.74,358.13,-6.93,-97.43,0.0,1009.13,53.263,42.363655,-71.123,-109.68,9.32403052598355,,8.46,32.258064,5.9,7 / 20,634093,2015-08-25 14:43:17:111
9.6199,1.8232,-1.057,9.6595,1.247,-1.1441,-0.1138,0.5103,0.2822,-0.065,-0.0075,0.0043,0.0,-44.94,20.94,5.22,359.29,-7.31,-96.75,0.0,1009.13,53.263,42.363655,-71.123,-109.68,9.32403052598355,,8.46,32.258064,5.9,7 / 20,634199,2015-08-25 14:43:17:217
9.4152,2.1536,-1.5538,9.6506,1.3185,-1.1393,-0.0032,0.6867,-0.0614,-0.0724,-0.1577,-0.0192,0.0,-44.94,20.88,5.4,359.34,-7.73,-96.73,0.0,1009.08,53.263,42.363655,-71.123,-109.68,9.32403052598355,,8.46,32.258064,5.9,7 / 20,634305,2015-08-25 14:43:17:323
9.323,2.3188,-1.9213,9.6079,1.4327,-1.3438,-0.1939,0.7413,-0.5225,-0.0948,-0.0842,-0.0117,0.0,-44.94,20.88,5.46,357.32,-8.4,-97.96,0.0,1009.08,53.318,42.363655,-71.123,-109.68,9.32403052598355,,8.46,32.258064,5.9,7 / 20,634411,2015-08-25 14:43:17:429
9.1674,2.3475,-1.5359,9.5712,1.5572,-1.4622,-0.3667,0.8011,-0.1611,-0.1065,0.0501,0.0011,0.0,-45.0,20.88,5.52,358.23,-9.14,-98.69,0.0,1009.13,53.318,42.363686,-71.123,-106.45,9.32403052598355,,6.87,32.258064,5.6,10 / 20,634517,2015-08-25 14:43:17:535
9.3111,2.4505,-1.3551,9.5627,1.6659,-1.3961,-0.2517,0.7845,0.0409,-0.1236,0.0213,-0.0096,0.0,-45.12,20.88,5.52,358.86,-9.78,-98.31,0.0,1009.13,53.318,42.363686,-71.123,-106.45,9.32403052598355,,6.87,32.258064,5.6,10 / 20,634623,2015-08-25 14:43:17:641
9.3901,2.4792,-1.3611,9.5477,1.7823,-1.3548,-0.2438,0.8095,-0.0063,-0.1236,0.0213,-0.0096,0.0,-45.12,20.88,5.52,358.86,-9.78,-98.31,0.0,1009.14,52.601,42.363686,-71.123,-106.45,9.32403052598355,,6.87,32.258064,5.6,10 / 20,634729,2015-08-25 14:43:17:747
9.3158,2.5654,-1.4569,9.5205,1.89,-1.3996,-0.3986,0.7628,-0.0669,-0.1545,-0.0692,0.0,0.0,-45.3,20.94,5.64,359.24,-10.47,-98.08,0.0,1009.12,52.601,42.363686,-71.123,-106.45,9.32403052598355,,6.87,32.258064,5.6,10 / 20,634835,2015-08-25 14:43:17:853
9.1207,2.733,-1.4246,9.4971,1.9872,-1.4238,-0.3775,0.6752,-0.1085,-0.1619,-0.0426,0.0234,0.0,-45.42,21.0,6.0,358.81,-11.11,-98.36,0.0,1009.12,52.601,42.363686,-71.123,-106.45,9.32403052598355,,6.87,32.258064,5.6,10 / 20,634941,2015-08-25 14:43:17:959
9.159,2.7258,-1.5514,9.4971,1.9872,-1.4238,-0.3775,0.6752,-0.1085,-0.1545,-0.0948,0.0149,0.0,-45.42,21.0,6.48,358.58,-11.69,-98.53,0.0,1009.07,52.755,42.363686,-71.123,-106.45,9.32403052598355,,6.87,32.258064,5.6,10 / 20,635047,2015-08-25 14:43:18:065
9.4499,2.5594,-1.8088,9.4644,2.0712,-1.5186,-0.1772,0.5265,-0.3537,-0.1779,-0.0586,0.0213,0.0,-45.42,21.0,6.84,359.59,-12.19,-99.12,0.0,1009.07,52.755,42.363686,-71.123,-106.45,9.32403052598355,,6.87,32.258064,5.6,10 / 20,635153,2015-08-25 14:43:18:171
9.1973,2.727,-1.992,9.4417,2.1319,-1.5748,0.0094,0.5712,-0.2879,-0.1886,-0.0533,0.0213,0.0,-44.88,20.76,7.2,359.06,-12.56,-99.47,0.0,1009.11,52.755,42.363686,-71.123,-106.45,9.32403052598355,,6.87,32.258064,5.6,10 / 20,635259,2015-08-25 14:43:18:277
9.2584,2.5175,-2.0554,9.4221,2.1731,-1.6346,0.0973,0.5826,-0.4663,-0.1736,-0.0128,0.0288,0.0,-44.16,20.46,7.26,358.78,-12.8,-99.84,0.0,1009.11,53.972,42.363686,-71.123,-106.45,9.32403052598355,,6.87,32.258064,5.6,10 / 20,635365,2015-08-25 14:43:18:383
9.2775,2.6252,-1.5275,9.4145,2.1961,-1.6478,-0.0352,0.0126,-0.1107,-0.2099,0.0053,0.0362,0.0,-43.5,20.16,7.2,358.98,-12.94,-99.93,0.0,1009.12,53.972,42.363686,-71.123,-106.45,9.32403052598355,,6.87,32.258064,5.6,12 / 20,635471,2015-08-25 14:43:18:489
9.493,2.6169,-1.804,9.4096,2.2294,-1.6306,0.2366,0.3192,-0.3075,-0.2322,-0.0874,0.0426,0.0,-42.84,19.92,7.32,359.13,-13.14,-99.83,0.0,1009.12,53.972,42.363697,-71.12299,-106.45,9.32403052598355,,5.72,32.258064,22.2,12 / 20,635577,2015-08-25 14:43:18:595
9.0716,2.3727,-2.0027,9.3922,2.2389,-1.7156,-0.2667,0.1206,-0.3207,-0.2322,-0.0874,0.0426,0.0,-42.84,19.92,7.32,359.13,-13.14,-99.83,0.0,1009.12,55.401,42.363697,-71.12299,-106.45,9.32403052598355,,5.72,32.258064,22.2,12 / 20,635683,2015-08-25 14:43:18:701
8.9555,2.557,-2.4373,9.3551,2.2815,-1.8564,0.1666,0.3115,-0.8514,-0.2471,-0.1097,0.032,0.0,-42.66,19.86,7.62,0.28,-13.2,-100.35,0.0,1009.1,55.401,42.363697,-71.12299,-106.45,9.32403052598355,,5.72,32.258064,22.2,12 / 20,635788,2015-08-25 14:43:18:806
9.3338,2.332,-2.654,9.3147,2.2962,-2.0333,-0.5076,0.0705,-0.9032,-0.2983,-0.147,0.0607,0.0,-42.72,19.8,8.1,358.99,-13.45,-101.22,0.0,1009.1,55.401,42.363697,-71.12299,-106.45,9.32403052598355,,5.72,32.258064,22.2,12 / 20,635894,2015-08-25 14:43:18:912
8.9663,2.7054,-2.0925,9.3147,2.2962,-2.0333,-0.5076,0.0705,-0.9032,-0.2684,0.0362,0.0362,0.0,-42.72,19.68,8.64,359.27,-13.54,-102.31,0.0,1009.08,56.35,42.363697,-71.12299,-106.45,9.32403052598355,,5.72,32.258064,22.2,12 / 20,636000,2015-08-25 14:43:19:018
9.8186,2.2733,-2.4062,9.3122,2.3538,-1.9779,-0.1233,0.2176,-0.2618,-0.3611,-0.0107,0.0618,0.0,-42.78,19.5,9.24,359.75,-13.89,-101.99,0.0,1009.09,56.35,42.363697,-71.12299,-106.45,9.32403052598355,,5.72,32.258064,22.2,12 / 20,636107,2015-08-25 14:43:19:125
9.2596,2.2027,-2.6073,9.3122,2.3744,-1.9531,0.0156,-0.2483,-0.8014,-0.294,-0.1012,0.0202,0.0,-42.78,19.2,9.78,1.89,-14.01,-101.85,0.0,1009.09,56.35,42.363697,-71.12299,-106.45,9.32403052598355,,5.72,32.258064,22.2,12 / 20,636213,2015-08-25 14:43:19:231
9.0692,1.8579,-2.6384,9.2771,2.4295,-2.0501,-0.306,-0.0772,-0.4817,-0.3356,-0.0554,0.0511,0.0,-42.84,18.9,10.38,0.95,-14.34,-102.46,0.0,1009.07,60.485,42.363697,-71.12299,-106.45,9.32403052598355,,5.72,32.258064,22.2,12 / 20,636319,2015-08-25 14:43:19:337
9.1997,2.162,-2.9449,9.2744,2.4362,-2.0545,-0.429,-0.2131,-0.6066,-0.3505,-0.0937,0.0629,0.0,-42.9,18.48,10.92,2.9,-14.38,-102.49,0.0,1009.07,60.485,42.363697,-71.12299,-106.45,9.32403052598355,,5.72,32.258064,22.2,12 / 20,636425,2015-08-25 14:43:19:443
9.2296,2.3667,-2.4576,9.2594,2.447,-2.1086,-0.0297,-0.0803,-0.3491,-0.3068,0.066,0.0352,0.0,-42.9,18.12,11.52,4.31,-14.45,-102.83,0.0,1009.05,60.485,42.363724,-71.122986,-103.23,9.32403052598355,,8.96,32.258064,24.4,10 / 20,636531,2015-08-25 14:43:19:549
9.171,2.1799,-2.2565,9.2818,2.4476,-2.0071,-0.1838,-0.4137,-0.1321,-0.3068,0.066,0.0352,0.0,-42.9,18.12,11.52,4.31,-14.45,-102.83,0.0,1009.02,60.291,42.363724,-71.122986,-103.23,9.32403052598355,,8.96,32.258064,24.4,10 / 20,636637,2015-08-25 14:43:19:655
9.0225,2.2924,-2.3978,9.2741,2.4421,-2.0489,0.535,0.2693,-0.2603,-0.3068,-0.1044,0.0415,0.0,-42.78,17.64,12.0,5.28,-14.45,-102.2,0.0,1009.02,60.291,42.363724,-71.122986,-103.23,9.32403052598355,,8.96,32.258064,24.4,10 / 20,636743,2015-08-25 14:43:19:761
9.2153,2.2817,-2.4385,9.2741,2.4421,-2.0489,0.535,0.2693,-0.2603,-0.3153,-0.0788,0.0479,0.0,-42.6,16.86,12.66,7.05,-14.42,-102.46,0.0,1009.05,60.291,42.363724,-71.122986,-103.23,9.32403052598355,,8.96,32.258064,24.4,10 / 20,636849,2015-08-25 14:43:19:867
9.4966,2.2996,-2.7653,9.2641,2.4288,-2.1089,0.2038,-0.4332,-0.8036,-0.3068,-0.1896,0.0298,0.0,-42.36,15.9,13.2,7.25,-14.34,-102.82,0.0,1009.05,61.854,42.363724,-71.122986,-103.23,9.32403052598355,,8.96,32.258064,24.4,10 / 20,636955,2015-08-25 14:43:19:973
