ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
6.9959,-1.4281,-1.6029,7.3515,-4.2585,-4.898,0.717,1.2562,5.3769,0.6093,-0.049,0.359,2.0,-43.92,46.2,44.1,38.66,21.59,-119.57,0.0,1009.02,69.802,42.35884,-71.10904,-70.97,10.29836222037792,,28.55,32.258064,218.0,11 / 18,41356,2015-08-25 14:33:24:374
10.4004,-6.5074,-3.8391,7.3515,-4.2585,-4.898,0.717,1.2562,5.3769,0.2844,0.5827,0.1076,2.0,-43.98,46.08,44.16,39.28,25.74,-123.67,0.0,1009.02,69.802,42.35884,-71.10904,-70.97,10.29836222037792,,28.55,32.258064,218.0,7 / 19,41462,2015-08-25 14:33:24:480
9.9395,-2.7892,-5.0769,7.8046,-4.4527,-3.9284,1.5448,0.015,0.4412,-0.1449,-0.2461,0.327,2.0,-43.98,46.02,44.16,54.05,27.0,-116.72,0.0,1009.0,69.802,42.358788,-71.1091,-77.42,10.29836222037792,,27.83,32.258064,218.4,7 / 19,41568,2015-08-25 14:33:24:586
6.4859,-3.8235,-4.9285,8.0091,-3.8522,-4.1453,-3.5487,-0.0264,1.8517,-0.0746,-0.3025,-0.2205,2.0,-43.62,45.9,44.34,44.76,23.13,-117.36,0.0,1009.0,70.816,42.358788,-71.1091,-77.42,10.29836222037792,,27.83,32.258064,218.4,7 / 19,41674,2015-08-25 14:33:24:692
4.1037,-2.3379,-3.1412,7.6616,-3.6776,-4.8933,-3.558,1.3397,1.7521,0.3718,0.2599,-0.1193,2.0,-42.9,45.72,44.7,36.51,22.03,-122.57,0.0,1008.94,70.816,42.358788,-71.1091,-77.42,10.29836222037792,,27.83,32.258064,218.4,7 / 19,41781,2015-08-25 14:33:24:799
7.8685,-5.1787,-6.1483,7.5814,-3.6892,-5.0083,0.3937,-1.2764,0.1181,-0.3057,0.0362,0.2344,2.0,-42.18,45.6,45.06,35.6,22.1,-123.45,0.0,1009.04,70.816,42.358788,-71.1091,-77.42,10.29836222037792,,27.83,32.258064,218.4,7 / 19,41887,2015-08-25 14:33:24:905
9.7959,-3.9923,-4.0666,7.8056,-3.8246,-4.5404,1.4719,-0.8477,0.4834,-0.1502,-0.0607,0.1214,2.0,-41.46,45.48,45.42,44.22,22.95,-120.19,0.0,1009.04,69.422,42.358788,-71.1091,-77.42,10.29836222037792,,27.83,32.258064,218.4,7 / 19,41993,2015-08-25 14:33:25:011
7.7871,-3.6883,-3.7457,7.8673,-3.9151,-4.3529,0.0156,0.2843,-0.0931,-0.1438,-0.2887,-0.0799,3.0,-41.1,45.3,45.72,48.51,23.53,-118.96,0.0,1009.04,69.422,42.358788,-71.1091,-77.42,10.29836222037792,,27.83,32.258064,218.4,7 / 19,42099,2015-08-25 14:33:25:117
7.3478,-3.3615,-4.5226,7.7088,-3.6624,-4.8303,-1.1929,-0.4053,-0.3233,-0.1438,-0.2887,-0.0799,3.0,-41.1,45.3,45.72,48.51,23.53,-118.96,0.0,1009.04,69.422,42.358788,-71.1091,-77.42,10.29836222037792,,27.83,32.258064,218.4,7 / 19,42205,2015-08-25 14:33:25:223
7.2365,-4.1108,-5.2122,7.5579,-3.7574,-4.993,-0.3214,-0.3534,-0.2191,0.2376,0.2099,-0.2184,3.0,-40.98,45.06,45.84,41.22,21.93,-122.07,0.0,1008.99,64.131,42.358788,-71.1091,-77.42,10.29836222037792,,27.83,32.258064,218.4,7 / 19,42311,2015-08-25 14:33:25:329
8.0804,-3.6919,-3.0933,7.5579,-3.7574,-4.993,-0.3214,-0.3534,-0.2191,-0.1023,0.0927,0.0927,3.0,-40.8,44.7,46.14,40.1,22.53,-123.45,0.0,1008.99,64.131,42.358788,-71.1091,-77.42,10.29836222037792,,27.83,32.258064,218.4,7 / 19,42417,2015-08-25 14:33:25:435
8.2301,-3.3112,-4.4855,7.6544,-3.8549,-4.7665,0.5038,-0.214,0.7035,-0.0234,-0.0107,0.1715,3.0,-40.62,44.4,46.68,46.97,23.15,-121.91,0.0,1008.99,64.131,42.358746,-71.10917,-83.87,10.29836222037792,,25.71,32.258064,219.0,8 / 19,42523,2015-08-25 14:33:25:541
7.331,-3.9444,-4.956,7.8175,-3.7987,-4.5416,0.1193,0.1811,0.4487,0.0341,-0.0714,-0.0692,3.0,-40.2,44.28,47.58,50.22,22.79,-120.15,0.0,1009.0,63.486,42.358746,-71.10917,-83.87,10.29836222037792,,25.71,32.258064,219.0,8 / 19,42629,2015-08-25 14:33:25:647
6.9204,-4.1312,-5.023,7.7854,-3.7444,-4.6408,0.2495,-0.473,-0.6516,0.0937,0.131,-0.0618,3.0,-39.42,44.58,48.3,47.6,22.45,-120.8,0.0,1009.0,63.486,42.358746,-71.10917,-83.87,10.29836222037792,,25.71,32.258064,219.0,8 / 19,42735,2015-08-25 14:33:25:753
7.2257,-3.8559,-4.1575,7.7285,-3.8623,-4.6394,-0.5028,0.0064,0.4818,-0.0724,-0.0554,0.1651,2.0,-38.7,45.54,48.54,48.84,23.19,-120.98,0.0,1008.97,63.486,42.358746,-71.10917,-83.87,10.29836222037792,,25.71,32.258064,219.0,8 / 19,42841,2015-08-25 14:33:25:859
8.0122,-3.0107,-3.9732,7.7561,-3.8773,-4.5803,-0.4825,0.8427,0.6945,-0.0597,-0.016,-0.0256,2.0,-38.16,46.8,47.4,45.5,23.29,-120.56,0.0,1008.97,64.139,42.358746,-71.10917,-83.87,10.29836222037792,,25.71,32.258064,219.0,8 / 19,42947,2015-08-25 14:33:25:965
7.6435,-3.8642,-4.6843,7.7839,-3.782,-4.6127,-0.1584,-0.2749,-0.463,0.0682,0.0107,0.0128,3.0,-37.86,47.88,45.18,40.27,22.68,-120.65,0.0,1009.01,64.139,42.358746,-71.10917,-83.87,10.29836222037792,,25.71,32.258064,219.0,8 / 19,43052,2015-08-25 14:33:26:070
8.3989,-4.3144,-5.2672,7.7358,-3.8417,-4.6441,-0.0935,-0.2656,0.2484,0.0682,0.0107,0.0128,3.0,-37.86,47.88,45.18,40.27,22.68,-120.65,0.0,1008.96,64.139,42.358746,-71.10917,-83.87,10.29836222037792,,25.71,32.258064,219.0,8 / 19,43158,2015-08-25 14:33:26:176
7.7213,-4.0749,-4.4209,7.7564,-3.9102,-4.5518,0.6353,0.0795,-0.3815,-0.0138,-0.0245,0.0927,3.0,-38.1,48.48,42.96,37.29,23.06,-120.98,0.0,1008.96,63.851,42.358746,-71.10917,-83.87,10.29836222037792,,25.71,32.258064,219.0,8 / 19,43265,2015-08-25 14:33:26:283
8.3282,-3.6655,-4.8135,7.7564,-3.9102,-4.5518,0.6353,0.0795,-0.3815,-0.0842,-0.0618,-0.0842,2.0,-38.58,48.36,41.04,34.97,23.5,-120.41,0.0,1008.97,63.851,42.358746,-71.10917,-83.87,10.29836222037792,,25.71,32.258064,219.0,8 / 19,43371,2015-08-25 14:33:26:389
7.1359,-4.0175,-4.9943,7.7783,-3.7693,-4.6325,-0.6424,-0.2482,-0.3618,0.1182,0.0735,-0.0703,2.0,-38.94,47.1,40.32,32.47,22.6,-120.78,0.0,1008.97,63.851,42.358746,-71.10917,-83.87,10.29836222037792,,25.71,32.258064,219.0,9 / 19,43477,2015-08-25 14:33:26:495
8.157,-3.9756,-3.8403,7.7242,-3.8181,-4.6828,0.1934,-0.3981,0.0476,-0.0479,0.0905,0.0554,3.0,-39.42,46.02,40.32,33.28,22.91,-121.23,0.0,1008.97,60.53,42.35868,-71.10923,-87.1,10.29836222037792,,25.74,35.48387,219.6,9 / 19,43583,2015-08-25 14:33:26:601
8.1403,-3.5781,-4.5681,7.8386,-3.8958,-4.4215,0.1257,0.0399,0.1334,-0.0682,-0.1321,0.0415,3.0,-39.84,45.18,40.38,37.7,23.41,-119.43,0.0,1009.0,60.53,42.35868,-71.10923,-87.1,10.29836222037792,,25.74,35.48387,219.6,9 / 19,43688,2015-08-25 14:33:26:706
7.5429,-3.966,-5.0302,7.8654,-3.7383,-4.509,-0.3165,-0.0146,-0.0173,0.1108,0.0266,-0.0831,3.0,-40.02,44.52,40.56,37.27,22.41,-119.82,0.0,1009.0,60.53,42.35868,-71.10923,-87.1,10.29836222037792,,25.74,35.48387,219.6,9 / 19,43795,2015-08-25 14:33:26:813
7.4436,-3.9648,-4.9704,7.7697,-3.7608,-4.6538,-0.6482,0.0857,-0.198,0.0565,0.0863,0.0586,2.0,-40.08,44.7,40.74,35.73,22.55,-120.92,0.0,1008.95,59.31,42.35868,-71.10923,-87.1,10.29836222037792,,25.74,35.48387,219.6,9 / 19,43900,2015-08-25 14:33:26:918
8.1714,-4.0881,-4.3,7.7532,-3.8209,-4.6324,0.4182,-0.2672,0.3324,-0.0117,0.081,0.0629,2.0,-39.9,44.82,40.98,36.45,22.93,-120.86,0.0,1008.95,59.31,42.35868,-71.10923,-87.1,10.29836222037792,,25.74,35.48387,219.6,9 / 19,44006,2015-08-25 14:33:27:024
8.5653,-4.3012,-4.4281,7.8435,-3.933,-4.3795,0.535,-0.264,0.058,-0.0117,0.081,0.0629,2.0,-39.9,44.82,40.98,36.45,22.93,-120.86,0.0,1009.0,59.31,42.35868,-71.10923,-87.1,10.29836222037792,,25.74,35.48387,219.6,9 / 19,44113,2015-08-25 14:33:27:131
7.5489,-3.8235,-4.0438,7.8435,-3.933,-4.3795,0.535,-0.264,0.058,-0.0437,-0.0447,-0.0096,2.0,-39.48,45.06,41.58,42.38,23.64,-119.18,0.0,1009.0,59.28,42.35868,-71.10923,-87.1,10.29836222037792,,25.74,35.48387,219.6,9 / 19,44219,2015-08-25 14:33:27:237
7.2688,-3.5063,-4.2916,7.915,-3.8582,-4.317,-0.0776,-0.127,-0.1075,-0.0096,-0.0224,-0.0543,1.0,-38.52,45.24,42.48,42.32,23.17,-118.61,0.0,1009.01,59.28,42.35868,-71.10923,-87.1,10.29836222037792,,25.74,35.48387,219.6,9 / 19,44324,2015-08-25 14:33:27:342
7.9703,-4.0618,-4.5885,7.8949,-3.7911,-4.4123,0.0,-0.4072,-0.861,0.0149,0.0437,0.0298,2.0,-37.44,45.42,44.04,44.5,22.74,-119.2,0.0,1009.01,59.28,42.35868,-71.10923,-87.1,10.29836222037792,,25.74,35.48387,219.6,9 / 19,44431,2015-08-25 14:33:27:449
8.0098,-4.112,-4.4712,7.8684,-3.8386,-4.4186,-0.1315,-0.2363,0.3424,0.0266,0.0053,0.0533,2.0,-36.54,45.54,45.36,45.06,23.04,-119.32,0.0,1009.01,59.589,42.35859,-71.10933,-87.1,10.29836222037792,,29.2,35.48387,218.8,8 / 19,44537,2015-08-25 14:33:27:555
7.8207,-3.8343,-4.2401,7.8869,-3.8575,-4.3688,-0.0662,0.0232,0.1287,0.0256,-0.0021,0.0064,0.0,-35.94,45.24,46.26,48.43,23.16,-118.98,0.0,1009.04,59.589,42.35859,-71.10933,-87.1,10.29836222037792,,29.2,35.48387,218.8,8 / 19,44643,2015-08-25 14:33:27:661
7.9332,-4.0689,-4.2306,7.8736,-3.9047,-4.3507,0.1445,-0.2217,0.028,0.0085,0.0107,0.0085,0.0,-35.88,44.88,46.8,50.32,23.46,-118.92,0.0,1009.04,59.589,42.35859,-71.10933,-87.1,10.29836222037792,,29.2,35.48387,218.8,8 / 19,44749,2015-08-25 14:33:27:767
7.7572,-3.9277,-4.0677,7.9013,-3.9396,-4.2684,-0.1453,-0.1437,0.142,-0.017,-0.0096,-0.0277,0.0,-36.24,44.58,46.74,51.17,23.69,-118.38,0.0,1008.98,59.507,42.35859,-71.10933,-87.1,10.29836222037792,,29.2,35.48387,218.8,8 / 19,44854,2015-08-25 14:33:27:872
7.762,-4.3515,-4.6196,7.812,-4.0275,-4.3499,0.0494,-0.312,-0.6492,-0.0309,-0.033,-0.0394,1.0,-36.72,44.28,46.8,52.89,24.25,-119.11,0.0,1008.99,59.507,42.35859,-71.10933,-87.1,10.29836222037792,,29.2,35.48387,218.8,8 / 19,44960,2015-08-25 14:33:27:978
7.2018,-4.1623,-4.2665,7.7228,-4.0456,-4.4901,-0.521,-0.1167,0.2237,-0.0309,-0.033,-0.0394,1.0,-36.72,44.28,46.8,52.89,24.25,-119.11,0.0,1008.99,59.507,42.35859,-71.10933,-87.1,10.29836222037792,,29.2,35.48387,218.8,8 / 19,45066,2015-08-25 14:33:28:084
6.6295,-4.3239,-3.4345,7.7228,-4.0456,-4.4901,-0.521,-0.1167,0.2237,0.0437,0.082,-0.0085,2.0,-37.38,44.28,46.74,52.12,24.36,-120.17,0.0,1008.99,60.678,42.35859,-71.10933,-87.1,10.29836222037792,,29.2,35.48387,218.8,8 / 19,45173,2015-08-25 14:33:28:191
7.1658,-3.9181,-3.814,7.6607,-4.1854,-4.4683,-0.544,0.1559,0.5382,0.0554,-0.1459,0.1502,2.0,-38.04,44.46,46.68,53.84,25.26,-120.25,0.0,1008.99,60.678,42.35859,-71.10933,-87.1,10.29836222037792,,29.2,35.48387,218.8,8 / 19,45278,2015-08-25 14:33:28:296
7.5693,-3.7086,-3.7314,7.681,-4.1572,-4.4598,0.4186,-1.0406,0.7584,0.0032,-0.0075,-0.0107,0.0,-38.46,44.76,46.62,52.04,25.08,-120.14,0.0,1008.94,60.678,42.35859,-71.10933,-87.1,10.29836222037792,,29.2,35.48387,218.8,8 / 19,45385,2015-08-25 14:33:28:403
7.993,-3.6847,-4.9979,7.7637,-4.122,-4.3479,-0.0065,0.0722,-0.2717,-0.0511,-0.1928,-0.0341,0.0,-38.76,45.12,46.56,52.45,24.86,-119.25,0.0,1008.97,62.622,42.35859,-71.10933,-87.1,10.29836222037792,,29.2,35.48387,218.8,9 / 19,45491,2015-08-25 14:33:28:509
5.7174,-3.3818,-3.79,7.7401,-3.8921,-4.5948,-1.5882,0.3918,0.2649,0.1374,0.114,-0.1246,0.0,-38.76,45.42,46.56,47.99,23.38,-120.7,0.0,1008.97,62.622,42.358543,-71.109344,-83.87,10.29836222037792,,21.93,32.258064,213.6,9 / 19,45596,2015-08-25 14:33:28:614
7.2209,-3.7948,-4.6723,7.675,-3.8838,-4.7095,-0.4541,0.089,0.0372,0.1459,0.0831,0.1278,3.0,-38.82,45.54,46.62,45.48,23.33,-121.53,0.0,1008.97,62.622,42.358543,-71.109344,-83.87,10.29836222037792,,21.93,32.258064,213.6,9 / 19,45703,2015-08-25 14:33:28:721
7.1371,-2.9987,-2.3954,7.7162,-3.9752,-4.5637,-0.2367,-0.0207,2.2054,0.1832,0.1907,0.2056,3.0,-39.0,45.6,46.68,47.7,23.91,-120.6,0.0,1008.97,63.416,42.358543,-71.109344,-83.87,10.29836222037792,,21.93,32.258064,213.6,9 / 19,45809,2015-08-25 14:33:28:827
7.9188,-4.6376,-3.1711,7.9025,-4.2747,-3.9301,1.0805,-1.0E-4,-0.0981,0.1832,0.1907,0.2056,0.0,-39.0,45.6,46.68,47.7,23.91,-120.6,0.0,1009.01,63.416,42.358543,-71.109344,-83.87,10.29836222037792,,21.93,32.258064,213.6,9 / 19,45915,2015-08-25 14:33:28:933
9.3506,-3.2465,-4.8135,7.9248,-3.8973,-4.2635,-1.5778,-0.4841,0.7285,-0.0948,-0.2653,0.1822,0.0,-39.24,45.6,46.56,55.39,25.84,-116.44,0.0,1008.97,63.416,42.358543,-71.109344,-83.87,10.29836222037792,,21.93,32.258064,213.6,9 / 19,46020,2015-08-25 14:33:29:038
6.122,-4.1707,-4.3144,7.9248,-3.8973,-4.2635,-1.5778,-0.4841,0.7285,0.1555,-0.0597,-0.1172,0.0,-39.54,45.54,46.32,47.8,23.42,-118.28,0.0,1008.97,62.362,42.358543,-71.109344,-83.87,10.29836222037792,,21.93,32.258064,213.6,9 / 19,46126,2015-08-25 14:33:29:144
7.0617,-4.3874,-5.6312,7.6726,-4.0662,-4.557,-0.6109,-0.3212,-1.0741,0.0085,0.1811,-0.1332,2.0,-39.72,45.42,46.14,48.45,24.5,-120.71,0.0,1009.02,62.362,42.358543,-71.109344,-83.87,10.29836222037792,,21.93,32.258064,213.6,9 / 19,46233,2015-08-25 14:33:29:251
7.343,-4.6172,-3.5027,7.6064,-4.1826,-4.5628,0.3077,-0.5951,0.3466,-0.0085,0.1886,0.066,2.0,-39.84,45.36,46.02,49.74,25.25,-120.96,0.0,1009.02,62.362,42.358543,-71.109344,-83.87,10.29836222037792,,21.93,32.258064,213.6,9 / 19,46339,2015-08-25 14:33:29:357
8.7759,-4.3551,-4.0725,7.7029,-4.4371,-4.141,0.6134,-0.5812,0.0146,-0.1055,-0.1172,0.0522,2.0,-39.96,45.3,45.96,56.4,26.9,-118.26,0.0,1008.98,62.362,42.358543,-71.109344,-83.87,10.29836222037792,,21.93,32.258064,213.6,9 / 19,46444,2015-08-25 14:33:29:462
7.452,-4.8483,-4.5346,7.7507,-4.4043,-4.0865,-0.3981,-0.3267,-0.0686,-0.0064,-0.0692,-0.0245,2.0,-40.08,45.3,45.9,56.33,26.69,-117.8,0.0,1008.98,62.172,42.35853,-71.10936,-77.42,10.29836222037792,,16.52,32.258064,222.1,9 / 19,46551,2015-08-25 14:33:29:569
7.4639,-4.2725,-4.5047,7.6564,-4.3815,-4.2839,-0.1925,0.1091,-0.2208,0.0149,-0.0075,-0.0277,3.0,-40.2,45.3,45.48,53.06,26.54,-119.23,0.0,1009.03,62.172,42.35853,-71.10936,-77.42,10.29836222037792,,16.52,32.258064,222.1,9 / 19,46657,2015-08-25 14:33:29:675
7.6962,-4.6256,-3.8654,7.6232,-4.3405,-4.3838,-0.7866,0.2847,1.0654,0.016,0.0107,0.0256,3.0,-40.26,45.24,45.0,51.67,26.27,-119.9,0.0,1009.0,62.172,42.35853,-71.10936,-77.42,10.29836222037792,,16.52,32.258064,222.1,9 / 19,46763,2015-08-25 14:33:29:781
8.0828,-4.6076,-4.6723,7.6415,-4.3689,-4.3233,-0.6061,0.6148,0.392,0.016,0.0107,0.0256,3.0,-40.26,45.24,45.0,51.67,26.27,-119.9,0.0,1009.0,57.917,42.35853,-71.10936,-77.42,10.29836222037792,,16.52,32.258064,222.1,9 / 19,46869,2015-08-25 14:33:29:887
7.8554,-4.8387,-5.1451,7.5787,-4.3525,-4.4484,-0.4165,-0.4802,0.1365,-0.0511,-0.0075,-0.0469,3.0,-40.26,45.18,44.58,52.56,26.46,-119.5,0.0,1009.03,57.917,42.35853,-71.10936,-77.42,10.29836222037792,,16.52,32.258064,222.1,9 / 19,46975,2015-08-25 14:33:29:993
7.5633,-4.6974,-4.2198,7.5787,-4.3525,-4.4484,-0.4165,-0.4802,0.1365,0.0256,0.065,0.0192,3.0,-40.2,45.06,44.28,49.48,26.35,-120.41,0.0,1009.03,57.917,42.35853,-71.10936,-77.42,10.29836222037792,,16.52,32.258064,222.1,9 / 19,47081,2015-08-25 14:33:30:099
8.4467,-4.391,-4.5526,7.611,-4.4283,-4.3165,0.455,-0.001,0.1111,-0.0405,-0.0756,0.0533,4.0,-40.14,45.0,44.28,51.71,26.84,-119.56,0.0,1008.98,56.562,42.35853,-71.10936,-77.42,10.29836222037792,,16.52,32.258064,222.1,9 / 19,47187,2015-08-25 14:33:30:205
7.4699,-4.379,-4.2701,7.6752,-4.27,-4.3621,-0.2053,-0.109,0.092,0.0277,-0.0298,-0.0629,3.0,-40.08,45.0,44.46,49.3,25.81,-119.61,0.0,1008.99,56.562,42.35853,-71.10936,-77.42,10.29836222037792,,16.52,32.258064,222.1,9 / 19,47293,2015-08-25 14:33:30:311
7.4029,-4.2054,-4.634,7.591,-4.2697,-4.5074,-0.1702,-0.0794,-0.1709,-0.0053,0.016,0.0373,3.0,-39.9,45.0,44.58,49.63,25.81,-120.7,0.0,1008.99,56.562,42.35853,-71.10936,-77.42,10.29836222037792,,16.52,32.258064,222.1,9 / 19,47399,2015-08-25 14:33:30:417
7.4579,-3.978,-4.2557,7.6001,-4.2621,-4.4992,-0.117,0.113,0.1657,-0.0202,-0.0394,0.0266,3.0,-39.72,45.0,44.7,49.62,25.76,-120.62,0.0,1009.01,55.058,42.358517,-71.10937,-77.42,10.29836222037792,,15.59,32.258064,219.7,8 / 19,47505,2015-08-25 14:33:30:523
7.3682,-4.3706,-4.6962,7.6034,-4.2242,-4.5292,0.0855,-0.2482,-0.41,-0.0032,0.065,-0.0266,3.0,-39.6,45.0,44.7,48.86,25.52,-120.78,0.0,1009.01,55.058,42.358517,-71.10937,-77.42,10.29836222037792,,15.59,32.258064,219.7,8 / 19,47611,2015-08-25 14:33:30:629
7.6782,-4.6855,-4.4197,7.5612,-4.3319,-4.4981,0.117,-0.3536,0.0784,-0.0341,-0.0213,0.0554,3.0,-39.6,45.0,44.76,50.5,26.21,-120.75,0.0,1009.02,55.058,42.358517,-71.10937,-77.42,10.29836222037792,,15.59,32.258064,219.7,8 / 19,47717,2015-08-25 14:33:30:735
8.278,-4.3742,-4.7262,7.6062,-4.3196,-4.4335,0.2851,-0.057,0.0341,-0.0341,-0.0213,0.0554,3.0,-39.6,45.0,44.76,50.5,26.21,-120.75,0.0,1009.03,55.103,42.358517,-71.10937,-77.42,10.29836222037792,,15.59,32.258064,219.7,8 / 19,47823,2015-08-25 14:33:30:841
7.4986,-4.7537,-4.8578,7.6062,-4.3196,-4.4335,0.2851,-0.057,0.0341,-0.0565,-0.016,-0.0362,3.0,-39.6,45.06,44.94,50.96,26.13,-120.24,0.0,1009.03,55.103,42.358517,-71.10937,-77.42,10.29836222037792,,15.59,32.258064,219.7,8 / 19,47929,2015-08-25 14:33:30:947
7.1826,-4.3826,-4.6795,7.5559,-4.3163,-4.5218,-0.6822,0.0092,0.1189,0.0149,0.0032,-0.0096,3.0,-39.6,45.24,45.06,50.07,26.11,-120.9,0.0,1009.04,55.103,42.358517,-71.10937,-77.42,10.29836222037792,,15.59,32.258064,219.7,8 / 19,48034,2015-08-25 14:33:31:052
7.4795,-4.2353,-4.5191,7.5171,-4.3117,-4.5904,-0.2388,0.0453,0.3335,-0.0213,0.0202,0.0405,3.0,-39.6,45.48,45.24,49.31,26.08,-121.41,0.0,1009.04,54.853,42.358517,-71.10937,-77.42,10.29836222037792,,15.59,32.258064,219.7,8 / 19,48141,2015-08-25 14:33:31:159
7.4172,-4.276,-4.3539,7.5532,-4.2896,-4.5518,-0.136,0.0135,0.1979,-0.0202,-0.0021,0.0138,0.0,-39.54,45.72,45.3,47.81,25.94,-121.07,0.0,1009.0,54.853,42.358517,-71.10937,-77.42,10.29836222037792,,15.59,32.258064,219.7,8 / 19,48247,2015-08-25 14:33:31:265
7.3155,-4.4712,-4.5107,7.5691,-4.2534,-4.5592,0.0169,-0.1076,-0.0221,-0.0032,0.0522,-0.0075,3.0,-39.48,45.96,45.3,47.49,25.7,-121.06,0.0,1009.03,54.853,42.358517,-71.10937,-77.42,10.29836222037792,,15.59,32.258064,219.7,8 / 19,48352,2015-08-25 14:33:31:370
8.0553,-4.8554,-5.0087,7.5734,-4.3032,-4.5052,0.2246,-0.484,-0.221,-0.0266,0.0181,0.0256,3.0,-39.48,45.96,45.3,48.58,26.03,-120.75,0.0,1009.03,55.093,42.358517,-71.10937,-77.42,10.29836222037792,,15.59,32.258064,219.7,9 / 19,48459,2015-08-25 14:33:31:477
7.4711,-4.5981,-4.5131,7.5694,-4.3277,-4.4883,-0.0671,-0.2919,-0.099,-0.0234,-0.0064,0.0053,3.0,-39.42,45.96,45.36,49.02,26.19,-120.67,0.0,1008.99,55.093,42.35848,-71.109406,-77.42,10.29836222037792,,16.13,35.48387,219.2,9 / 19,48565,2015-08-25 14:33:31:583
7.5274,-4.5083,-4.5514,7.5379,-4.3571,-4.5128,-0.0501,-0.2326,-0.2971,-0.0138,0.0565,0.0011,3.0,-39.42,45.96,45.42,49.13,26.38,-120.91,0.0,1008.99,55.093,42.35848,-71.109406,-77.42,10.29836222037792,,16.13,35.48387,219.2,9 / 19,48671,2015-08-25 14:33:31:689
7.6734,-4.8937,-4.871,7.4561,-4.4422,-4.5654,-0.0281,-0.1176,0.3432,-0.0138,0.0565,0.0011,3.0,-39.42,45.96,45.42,49.13,26.38,-120.91,0.0,1009.01,55.098,42.35848,-71.109406,-77.42,10.29836222037792,,16.13,35.48387,219.2,9 / 19,48777,2015-08-25 14:33:31:795
7.5693,-4.5011,-4.2796,7.4561,-4.4422,-4.5654,-0.0281,-0.1176,0.3432,-0.032,0.0043,0.0383,3.0,-39.42,46.02,45.42,49.66,26.93,-121.48,0.0,1009.01,55.098,42.35848,-71.109406,-77.42,10.29836222037792,,16.13,35.48387,219.2,9 / 19,48883,2015-08-25 14:33:31:901
7.3694,-4.4185,-4.3167,7.5214,-4.4348,-4.4644,0.2059,-0.0531,0.1584,-0.033,0.0011,-0.0181,3.0,-39.42,46.08,45.42,50.53,26.89,-120.69,0.0,1009.0,55.098,42.35848,-71.109406,-77.42,10.29836222037792,,16.13,35.48387,219.2,9 / 19,48989,2015-08-25 14:33:32:007
7.1802,-4.5358,-4.7238,7.5034,-4.4209,-4.5083,-0.3232,-0.1149,-0.2155,-0.0554,-0.0415,0.0096,3.0,-39.42,46.2,45.42,49.95,26.8,-121.0,0.0,1009.02,55.306,42.35848,-71.109406,-77.42,10.29836222037792,,16.13,35.48387,219.2,9 / 19,49095,2015-08-25 14:33:32:113
7.3813,-4.4245,-4.616,7.4652,-4.3807,-4.6098,-0.0036,0.0077,-0.005,-0.0554,0.0138,0.0426,3.0,-39.48,46.32,45.54,50.2,26.53,-121.7,0.0,1009.02,55.306,42.35848,-71.109406,-77.42,10.29836222037792,,16.13,35.48387,219.2,9 / 19,49201,2015-08-25 14:33:32:219
7.7536,-4.3108,-4.4975,7.5303,-4.3267,-4.5545,0.2855,0.0806,-0.0136,-0.0341,-0.0192,-0.0107,4.0,-39.6,46.38,45.48,48.23,26.18,-121.17,0.0,1008.99,55.306,42.35848,-71.109406,-77.42,10.29836222037792,,16.13,35.48387,219.2,9 / 19,49307,2015-08-25 14:33:32:325
7.3897,-4.6352,-4.6627,7.5407,-4.2813,-4.5802,-0.2791,-0.3287,-0.1568,0.0,0.0373,0.0138,4.0,-39.78,46.44,45.42,47.42,25.89,-121.27,0.0,1008.99,55.049,42.35848,-71.109406,-77.42,10.29836222037792,,16.13,35.48387,219.2,9 / 19,49413,2015-08-25 14:33:32:431
7.8254,-4.5849,-4.6124,7.5065,-4.3272,-4.5933,0.2555,-0.2625,0.115,-0.0426,0.0096,0.0234,4.0,-39.96,46.44,45.3,47.82,26.18,-121.46,0.0,1009.06,55.049,42.358467,-71.10941,-80.65,10.29836222037792,,8.21,32.258064,219.6,10 / 19,49519,2015-08-25 14:33:32:537
7.3466,-4.4748,-4.5023,7.5328,-4.3227,-4.5542,-0.1862,-0.1521,0.0519,-0.0426,0.0096,0.0234,4.0,-39.96,46.44,45.3,47.82,26.18,-121.46,0.0,1009.03,55.049,42.358467,-71.10941,-80.65,10.29836222037792,,8.21,32.258064,219.6,10 / 19,49624,2015-08-25 14:33:32:642
